,text_raw,text_clean
508,"If he does, I will go back to the Munchkin maiden and marry her.",if he doe i will go back to the munchkin maiden and marry her
509,"Both Dorothy and the Scarecrow had been greatly interested in the story of the Tin Woodman, and now they knew why he was so anxious to get a new heart.",both dorothy and the scarecrow have be greatly interest in the story of the tin woodman and now they know why he be so anxious to get a new heart
510,"All the same, said the Scarecrow, I shall ask for brains instead of a heart; for a fool would not know what to do with a heart if he had one.",all the same say the scarecrow i shall ask for brain instead of a heart for a fool would not know what to do with a heart if he have one
511,"I shall take the heart, returned the Tin Woodman; for brains do not make one happy, and happiness is the best thing in the world.",i shall take the heart return the tin woodman for brain do not make one happy and happiness be the well thing in the world
512,"Dorothy did not say anything, for she was puzzled to know which of her two friends was right, and she decided if she could only get back to Kansas and Aunt Em, it did not matter so much whether the Woodman had no brains and the Scarecrow no heart, or each got what he wanted.",dorothy do not say anything for she be puzzle to know which of her two friend be right and she decide if she can only get back to kansas and aunt them it do not matt so much whether the woodman have no brain and the scarecrow no heart or each get what he want
513,"What worried her most was that the bread was nearly gone, and another meal for herself and Toto would empty the basket.",what worry her much be that the bread be nearly go and another meal for herself and toto would empty the basket
514,"To be sure, neither the Woodman nor the Scarecrow ever ate anything, but she was not made of tin nor straw, and could not live unless she was fed.",to be sure neither the woodman nor the scarecrow ever eat anything but she be not make of tin nor straw and can not live unless she be feed
515,CHAPTER VI,chapter vi
516,The Cowardly Lion,the cowardly lion
517,All this time Dorothy and her companions had been walking through the thick woods.,all this time dorothy and her companion have be walk through the thick wood
518,"The road was still paved with yellow brick, but these were much covered by dried branches and dead leaves from the trees, and the walking was not at all good.",the road be still pave with yellow brick but this be much cover by dry branch and dead leave from the tree and the walk be not at all good
519,"There were few birds in this part of the forest, for birds love the open country where there is plenty of sunshine.",there be few bird in this part of the forest for bird love the open country where there be plenty of sunshine
520,But now and then there came a deep growl from some wild animal hidden among the trees.,but now and then there come a deep growl from some wild animal hide among the tree
521,"These sounds made the little girls heart beat fast, for she did not know what made them; but Toto knew, and he walked close to Dorothys side, and did not even bark in return.",this sound make the little girl heart beat fast for she do not know what make them but toto know and he walk close to dorothys side and do not even bark in return
522,"How long will it be, the child asked of the Tin Woodman, before we are out of the forest?",how long will it be the child ask of the tin woodman before we be out of the forest
523,"I cannot tell, was the answer, for I have never been to the Emerald City.",i can not tell be the answer for i have never be to the emerald city
524,"But my father went there once, when I was a boy, and he said it was a long journey through a dangerous country, although nearer to the city where Oz dwells the country is beautiful.",but my father go there once when i be a boy and he say it be a long journey through a dangerous country although near to the city where oz dwell the country be beautiful
525,"But I am not afraid so long as I have my oil-can, and nothing can hurt the Scarecrow, while you bear upon your forehead the mark of the Good Witchs kiss, and that will protect you from harm.",but i be not afraid so long a i have my oil can and nothing can hurt the scarecrow while you bear upon your forehead the mark of the good witchs kiss and that will protect you from harm
526,But Toto!,but toto
527,said the girl anxiously.,say the girl anxiously
528,What will protect him?,what will protect him
529,"We must protect him ourselves if he is in danger, replied the Tin Woodman.",we must protect him ourselves if he be in danger reply the tin woodman
530,"Just as he spoke there came from the forest a terrible roar, and the next moment a great Lion bounded into the road.",just a he speak there come from the forest a terrible roar and the next moment a great lion bound into the road
531,"With one blow of his paw he sent the Scarecrow spinning over and over to the edge of the road, and then he struck at the Tin Woodman with his sharp claws.",with one blow of his paw he send the scarecrow spin over and over to the edge of the road and then he strike at the tin woodman with his sharp claw
532,"But, to the Lions surprise, he could make no impression on the tin, although the Woodman fell over in the road and lay still.",but to the lion surprise he can make no impression on the tin although the woodman fall over in the road and lie still
533,"Little Toto, now that he had an enemy to face, ran barking toward the Lion, and the great beast had opened his mouth to bite the dog, when Dorothy, fearing Toto would be killed, and heedless of danger, rushed forward and slapped the Lion upon his nose as hard as she could, while she cried out:",little toto now that he have a enemy to face run bark toward the lion and the great beast have open his mouth to bite the dog when dorothy fear toto would be kill and heedless of danger rush forward and slap the lion upon his nose a hard a she can while she cry out
534,Dont you dare to bite Toto!,do not you dare to bite toto
535,"You ought to be ashamed of yourself, a big beast like you, to bite a poor little dog!",you ought to be ashamed of yourself a big beast like you to bite a poor little dog
536,"I didnt bite him, said the Lion, as he rubbed his nose with his paw where Dorothy had hit it.",i do not bite him say the lion a he rub his nose with his paw where dorothy have hit it
537,"No, but you tried to, she retorted.",no but you try to she retort
538,You are nothing but a big coward.,you be nothing but a big coward
539,"I know it, said the Lion, hanging his head in shame.",i know it say the lion hang his head in shame
540,Ive always known it.,i have always know it
541,But how can I help it?,but how can i help it
542,"I dont know, Im sure.",i do not know i be sure
543,"To think of your striking a stuffed man, like the poor Scarecrow!",to think of your strike a stuff man like the poor scarecrow
544,Is he stuffed?,be he stuff
545,"asked the Lion in surprise, as he watched her pick up the Scarecrow and set him upon his feet, while she patted him into shape again.",ask the lion in surprise a he watch her pick up the scarecrow and set him upon his foot while she pat him into shape again
546,"Of course hes stuffed, replied Dorothy, who was still angry.",of course he s stuff reply dorothy who be still angry
547,"Thats why he went over so easily, remarked the Lion.",that be why he go over so easily remark the lion
548,It astonished me to see him whirl around so.,it astonish me to see him whirl around so
549,Is the other one stuffed also?,be the other one stuff also
550,"No, said Dorothy, hes made of tin.",no say dorothy he s make of tin
551,And she helped the Woodman up again.,and she help the woodman up again
552,"Thats why he nearly blunted my claws, said the Lion.",that be why he nearly blunt my claw say the lion
553,When they scratched against the tin it made a cold shiver run down my back.,when they scratch against the tin it make a cold shiver run down my back
554,What is that little animal you are so tender of?,what be that little animal you be so tender of
555,"He is my dog, Toto, answered Dorothy.",he be my dog toto answer dorothy
556,"Is he made of tin, or stuffed?",be he make of tin or stuff
557,asked the Lion.,ask the lion
558,Neither.,neither
559,"Hes aaa meat dog, said the girl.",he s aaa meat dog say the girl
560,"Hes a curious animal and seems remarkably small, now that I look at him.",he s a curious animal and seem remarkably small now that i look at him
561,"No one would think of biting such a little thing, except a coward like me, continued the Lion sadly.",no one would think of bite such a little thing except a coward like me continue the lion sadly
562,What makes you a coward?,what make you a coward
563,"asked Dorothy, looking at the great beast in wonder, for he was as big as a small horse.",ask dorothy look at the great beast in wonder for he be a big a a small horse
564,"Its a mystery, replied the Lion.",its a mystery reply the lion
565,I suppose I was born that way.,i suppose i be bear that way
566,"All the other animals in the forest naturally expect me to be brave, for the Lion is everywhere thought to be the King of Beasts.",all the other animal in the forest naturally expect me to be brave for the lion be everywhere think to be the king of beast
567,I learned that if I roared very loudly every living thing was frightened and got out of my way.,i learn that if i roar very loudly every live thing be frighten and get out of my way
568,"Whenever Ive met a man Ive been awfully scared; but I just roared at him, and he has always run away as fast as he could go.",whenever i have meet a man i have be awfully scare but i just roar at him and he have always run away a fast a he can go
569,"If the elephants and the tigers and the bears had ever tried to fight me, I should have run myselfIm such a coward; but just as soon as they hear me roar they all try to get away from me, and of course I let them go.",if the elephant and the tiger and the bear have ever try to fight me i should have run myselfim such a coward but just a soon a they hear me roar they all try to get away from me and of course i let them go
570,But that isnt right.,but that be not right
571,"The King of Beasts shouldnt be a coward, said the Scarecrow.",the king of beast should not be a coward say the scarecrow
572,"I know it, returned the Lion, wiping a tear from his eye with the tip of his tail.",i know it return the lion wipe a tear from his eye with the tip of his tail
573,"It is my great sorrow, and makes my life very unhappy.",it be my great sorrow and make my life very unhappy
574,"But whenever there is danger, my heart begins to beat fast.",but whenever there be danger my heart begin to beat fast
575,"Perhaps you have heart disease, said the Tin Woodman.",perhaps you have heart disease say the tin woodman
576,"It may be, said the Lion.",it may be say the lion
577,"If you have, continued the Tin Woodman, you ought to be glad, for it proves you have a heart.",if you have continue the tin woodman you ought to be glad for it prove you have a heart
578,"For my part, I have no heart; so I cannot have heart disease.",for my part i have no heart so i can not have heart disease
579,"Perhaps, said the Lion thoughtfully, if I had no heart I should not be a coward.",perhaps say the lion thoughtfully if i have no heart i should not be a coward
580,Have you brains?,have you brain
581,asked the Scarecrow.,ask the scarecrow
582,I suppose so.,i suppose so
583,"Ive never looked to see, replied the Lion.",i have never look to see reply the lion
584,"I am going to the Great Oz to ask him to give me some, remarked the Scarecrow, for my head is stuffed with straw.",i be go to the great oz to ask him to give me some remark the scarecrow for my head be stuff with straw
585,"And I am going to ask him to give me a heart, said the Woodman.",and i be go to ask him to give me a heart say the woodman
586,"And I am going to ask him to send Toto and me back to Kansas, added Dorothy.",and i be go to ask him to send toto and me back to kansas add dorothy
587,Do you think Oz could give me courage?,do you think oz can give me courage
588,asked the Cowardly Lion.,ask the cowardly lion
589,"Just as easily as he could give me brains, said the Scarecrow.",just a easily a he can give me brain say the scarecrow
590,"Or give me a heart, said the Tin Woodman.",or give me a heart say the tin woodman
591,"Or send me back to Kansas, said Dorothy.",or send me back to kansas say dorothy
592,"Then, if you dont mind, Ill go with you, said the Lion, for my life is simply unbearable without a bit of courage.",then if you do not mind ill go with you say the lion for my life be simply unbearable without a bite of courage
593,"You will be very welcome, answered Dorothy, for you will help to keep away the other wild beasts.",you will be very welcome answer dorothy for you will help to keep away the other wild beast
594,It seems to me they must be more cowardly than you are if they allow you to scare them so easily.,it seem to me they must be much cowardly than you be if they allow you to scare them so easily
595,"They really are, said the Lion, but that doesnt make me any braver, and as long as I know myself to be a coward I shall be unhappy.",they really be say the lion but that doe not make me any brave and a long a i know myself to be a coward i shall be unhappy
596,"So once more the little company set off upon the journey, the Lion walking with stately strides at Dorothys side.",so once much the little company set off upon the journey the lion walk with stately stride at dorothys side
597,"Toto did not approve of this new comrade at first, for he could not forget how nearly he had been crushed between the Lions great jaws.",toto do not approve of this new comrade at ﻿1 for he can not forget how nearly he have be crush between the lion great jaw
598,"But after a time he became more at ease, and presently Toto and the Cowardly Lion had grown to be good friends.",but after a time he become much at ease and presently toto and the cowardly lion have grow to be good friend
599,During the rest of that day there was no other adventure to mar the peace of their journey.,during the rest of that day there be no other adventure to mar the peace of their journey
600,"Once, indeed, the Tin Woodman stepped upon a beetle that was crawling along the road, and killed the poor little thing.",once indeed the tin woodman step upon a beetle that be crawl along the road and kill the poor little thing
601,"This made the Tin Woodman very unhappy, for he was always careful not to hurt any living creature; and as he walked along he wept several tears of sorrow and regret.",this make the tin woodman very unhappy for he be always careful not to hurt any live creature and a he walk along he weep several tear of sorrow and regret
602,"These tears ran slowly down his face and over the hinges of his jaw, and there they rusted.",this tear run slowly down his face and over the hinge of his jaw and there they rust
603,"When Dorothy presently asked him a question the Tin Woodman could not open his mouth, for his jaws were tightly rusted together.",when dorothy presently ask him a question the tin woodman can not open his mouth for his jaw be tightly rust together
604,"He became greatly frightened at this and made many motions to Dorothy to relieve him, but she could not understand.",he become greatly frighten at this and make many motion to dorothy to relieve him but she can not understand
605,The Lion was also puzzled to know what was wrong.,the lion be also puzzle to know what be wrong
606,"But the Scarecrow seized the oil-can from Dorothys basket and oiled the Woodmans jaws, so that after a few moments he could talk as well as before.",but the scarecrow seize the oil can from dorothys basket and oil the woodmans jaw so that after a few moment he can talk a good a before
607,"This will serve me a lesson, said he, to look where I step.",this will serve me a lesson say he to look where i step
608,"For if I should kill another bug or beetle I should surely cry again, and crying rusts my jaws so that I cannot speak.",for if i should kill another bug or beetle i should surely cry again and cry rust my jaw so that i can not speak
609,"Thereafter he walked very carefully, with his eyes on the road, and when he saw a tiny ant toiling by he would step over it, so as not to harm it.",thereafter he walk very carefully with his eye on the road and when he see a tiny ant toil by he would step over it so a not to harm it
610,"The Tin Woodman knew very well he had no heart, and therefore he took great care never to be cruel or unkind to anything.",the tin woodman know very good he have no heart and therefore he take great care never to be cruel or unkind to anything
611,"You people with hearts, he said, have something to guide you, and need never do wrong; but I have no heart, and so I must be very careful.",you people with heart he say have something to guide you and need never do wrong but i have no heart and so i must be very careful
612,When Oz gives me a heart of course I neednt mind so much.,when oz give me a heart of course i need not mind so much
613,CHAPTER VII,chapter vii
614,The Journey to the Great Oz,the journey to the great oz
615,"They were obliged to camp out that night under a large tree in the forest, for there were no houses near.",they be oblige to camp out that night under a large tree in the forest for there be no house near
616,"The tree made a good, thick covering to protect them from the dew, and the Tin Woodman chopped a great pile of wood with his axe and Dorothy built a splendid fire that warmed her and made her feel less lonely.",the tree make a good thick cover to protect them from the dew and the tin woodman chop a great pile of wood with his axe and dorothy build a splendid fire that warm her and make her feel little lonely
617,"She and Toto ate the last of their bread, and now she did not know what they would do for breakfast.",she and toto eat the last of their bread and now she do not know what they would do for breakfast
618,"If you wish, said the Lion, I will go into the forest and kill a deer for you.",if you wish say the lion i will go into the forest and kill a deer for you
619,"You can roast it by the fire, since your tastes are so peculiar that you prefer cooked food, and then you will have a very good breakfast.",you can roast it by the fire since your taste be so peculiar that you prefer cook food and then you will have a very good breakfast
620,Dont!,do not
621,"Please dont, begged the Tin Woodman.",please do not beg the tin woodman
622,"I should certainly weep if you killed a poor deer, and then my jaws would rust again.",i should certainly weep if you kill a poor deer and then my jaw would rust again
623,"But the Lion went away into the forest and found his own supper, and no one ever knew what it was, for he didnt mention it.",but the lion go away into the forest and find his own supper and no one ever know what it be for he do not mention it
624,"And the Scarecrow found a tree full of nuts and filled Dorothys basket with them, so that she would not be hungry for a long time.",and the scarecrow find a tree full of nut and fill dorothys basket with them so that she would not be hungry for a long time
625,"She thought this was very kind and thoughtful of the Scarecrow, but she laughed heartily at the awkward way in which the poor creature picked up the nuts.",she think this be very kind and thoughtful of the scarecrow but she laugh heartily at the awkward way in which the poor creature pick up the nut
626,His padded hands were so clumsy and the nuts were so small that he dropped almost as many as he put in the basket.,his pad hand be so clumsy and the nut be so small that he drop almost a many a he put in the basket
627,"But the Scarecrow did not mind how long it took him to fill the basket, for it enabled him to keep away from the fire, as he feared a spark might get into his straw and burn him up.",but the scarecrow do not mind how long it take him to fill the basket for it enable him to keep away from the fire a he fear a spark may get into his straw and burn him up
628,"So he kept a good distance away from the flames, and only came near to cover Dorothy with dry leaves when she lay down to sleep.",so he keep a good distance away from the flame and only come near to cover dorothy with dry leave when she lie down to sleep
629,"These kept her very snug and warm, and she slept soundly until morning.",this keep her very snug and warm and she sleep soundly until morning
630,"When it was daylight, the girl bathed her face in a little rippling brook, and soon after they all started toward the Emerald City.",when it be daylight the girl bathe her face in a little ripple brook and soon after they all start toward the emerald city
631,This was to be an eventful day for the travelers.,this be to be a eventful day for the traveler
632,They had hardly been walking an hour when they saw before them a great ditch that crossed the road and divided the forest as far as they could see on either side.,they have hardly be walk a hour when they see before them a great ditch that cross the road and divide the forest a far a they can see on either side
633,"It was a very wide ditch, and when they crept up to the edge and looked into it they could see it was also very deep, and there were many big, jagged rocks at the bottom.",it be a very wide ditch and when they creep up to the edge and look into it they can see it be also very deep and there be many big jag rock at the bottom
634,"The sides were so steep that none of them could climb down, and for a moment it seemed that their journey must end.",the side be so steep that none of them can climb down and for a moment it seem that their journey must end
635,What shall we do?,what shall we do
636,asked Dorothy despairingly.,ask dorothy despairingly
637,"I havent the faintest idea, said the Tin Woodman, and the Lion shook his shaggy mane and looked thoughtful.",i have not the faint idea say the tin woodman and the lion shake his shaggy mane and look thoughtful
638,"But the Scarecrow said, We cannot fly, that is certain.",but the scarecrow say we can not fly that be certain
639,Neither can we climb down into this great ditch.,neither can we climb down into this great ditch
640,"Therefore, if we cannot jump over it, we must stop where we are.",therefore if we can not jump over it we must stop where we be
641,"I think I could jump over it, said the Cowardly Lion, after measuring the distance carefully in his mind.",i think i can jump over it say the cowardly lion after measure the distance carefully in his mind
642,"Then we are all right, answered the Scarecrow, for you can carry us all over on your back, one at a time.",then we be all right answer the scarecrow for you can carry us all over on your back one at a time
643,"Well, Ill try it, said the Lion.",good ill try it say the lion
644,Who will go first?,who will go ﻿1
645,"I will, declared the Scarecrow, for, if you found that you could not jump over the gulf, Dorothy would be killed, or the Tin Woodman badly dented on the rocks below.",i will declare the scarecrow for if you find that you can not jump over the gulf dorothy would be kill or the tin woodman badly dent on the rock below
646,"But if I am on your back it will not matter so much, for the fall would not hurt me at all.",but if i be on your back it will not matt so much for the fall would not hurt me at all
647,"I am terribly afraid of falling, myself, said the Cowardly Lion, but I suppose there is nothing to do but try it.",i be terribly afraid of fall myself say the cowardly lion but i suppose there be nothing to do but try it
648,So get on my back and we will make the attempt.,so get on my back and we will make the attempt
649,"The Scarecrow sat upon the Lions back, and the big beast walked to the edge of the gulf and crouched down.",the scarecrow sit upon the lion back and the big beast walk to the edge of the gulf and crouch down
650,Why dont you run and jump?,why do not you run and jump
651,asked the Scarecrow.,ask the scarecrow
652,"Because that isnt the way we Lions do these things, he replied.",because that be not the way we lion do this thing he reply
653,"Then giving a great spring, he shot through the air and landed safely on the other side.",then give a great spring he shoot through the air and land safely on the other side
654,"They were all greatly pleased to see how easily he did it, and after the Scarecrow had got down from his back the Lion sprang across the ditch again.",they be all greatly please to see how easily he do it and after the scarecrow have get down from his back the lion spring across the ditch again
655,"Dorothy thought she would go next; so she took Toto in her arms and climbed on the Lions back, holding tightly to his mane with one hand.",dorothy think she would go next so she take toto in her arm and climb on the lion back hold tightly to his mane with one hand
656,"The next moment it seemed as if she were flying through the air; and then, before she had time to think about it, she was safe on the other side.",the next moment it seem a if she be fly through the air and then before she have time to think about it she be safe on the other side
657,"The Lion went back a third time and got the Tin Woodman, and then they all sat down for a few moments to give the beast a chance to rest, for his great leaps had made his breath short, and he panted like a big dog that has been running too long.",the lion go back a 3 time and get the tin woodman and then they all sit down for a few moment to give the beast a chance to rest for his great leap have make his breath short and he pant like a big dog that have be run too long
658,"They found the forest very thick on this side, and it looked dark and gloomy.",they find the forest very thick on this side and it look dark and gloomy
659,"After the Lion had rested they started along the road of yellow brick, silently wondering, each in his own mind, if ever they would come to the end of the woods and reach the bright sunshine again.",after the lion have rest they start along the road of yellow brick silently wonder each in his own mind if ever they would come to the end of the wood and reach the bright sunshine again
660,"To add to their discomfort, they soon heard strange noises in the depths of the forest, and the Lion whispered to them that it was in this part of the country that the Kalidahs lived.",to add to their discomfort they soon hear strange noise in the depth of the forest and the lion whisper to them that it be in this part of the country that the kalidahs live
661,What are the Kalidahs?,what be the kalidahs
662,asked the girl.,ask the girl
663,"They are monstrous beasts with bodies like bears and heads like tigers, replied the Lion, and with claws so long and sharp that they could tear me in two as easily as I could kill Toto.",they be monstrous beast with body like bear and head like tiger reply the lion and with claw so long and sharp that they can tear me in two a easily a i can kill toto
664,Im terribly afraid of the Kalidahs.,i be terribly afraid of the kalidahs
665,"Im not surprised that you are, returned Dorothy.",i be not surprise that you be return dorothy
666,They must be dreadful beasts.,they must be dreadful beast
667,The Lion was about to reply when suddenly they came to another gulf across the road.,the lion be about to reply when suddenly they come to another gulf across the road
668,But this one was so broad and deep that the Lion knew at once he could not leap across it.,but this one be so broad and deep that the lion know at once he can not leap across it
669,"So they sat down to consider what they should do, and after serious thought the Scarecrow said:",so they sit down to consider what they should do and after serious think the scarecrow say
670,"Here is a great tree, standing close to the ditch.",here be a great tree stand close to the ditch
671,"If the Tin Woodman can chop it down, so that it will fall to the other side, we can walk across it easily.",if the tin woodman can chop it down so that it will fall to the other side we can walk across it easily
672,"That is a first-rate idea, said the Lion.",that be a ﻿1 rate idea say the lion
673,"One would almost suspect you had brains in your head, instead of straw.",one would almost suspect you have brain in your head instead of straw
674,"The Woodman set to work at once, and so sharp was his axe that the tree was soon chopped nearly through.",the woodman set to work at once and so sharp be his axe that the tree be soon chop nearly through
675,"Then the Lion put his strong front legs against the tree and pushed with all his might, and slowly the big tree tipped and fell with a crash across the ditch, with its top branches on the other side.",then the lion put his strong front leg against the tree and push with all his may and slowly the big tree tip and fall with a crash across the ditch with its top branch on the other side
676,"They had just started to cross this queer bridge when a sharp growl made them all look up, and to their horror they saw running toward them two great beasts with bodies like bears and heads like tigers.",they have just start to cross this queer bridge when a sharp growl make them all look up and to their horror they see run toward them two great beast with body like bear and head like tiger
677,They are the Kalidahs!,they be the kalidahs
678,"said the Cowardly Lion, beginning to tremble.",say the cowardly lion begin to tremble
679,Quick!,quick
680,cried the Scarecrow.,cry the scarecrow
681,Let us cross over.,let us cross over
682,"So Dorothy went first, holding Toto in her arms, the Tin Woodman followed, and the Scarecrow came next.",so dorothy go ﻿1 hold toto in her arm the tin woodman follow and the scarecrow come next
683,"The Lion, although he was certainly afraid, turned to face the Kalidahs, and then he gave so loud and terrible a roar that Dorothy screamed and the Scarecrow fell over backward, while even the fierce beasts stopped short and looked at him in surprise.",the lion although he be certainly afraid turn to face the kalidahs and then he give so loud and terrible a roar that dorothy scream and the scarecrow fall over backward while even the fierce beast stop short and look at him in surprise
684,"But, seeing they were bigger than the Lion, and remembering that there were two of them and only one of him, the Kalidahs again rushed forward, and the Lion crossed over the tree and turned to see what they would do next.",but see they be big than the lion and remember that there be two of them and only one of him the kalidahs again rush forward and the lion cross over the tree and turn to see what they would do next
685,Without stopping an instant the fierce beasts also began to cross the tree.,without stop a instant the fierce beast also begin to cross the tree
686,And the Lion said to Dorothy:,and the lion say to dorothy
687,"We are lost, for they will surely tear us to pieces with their sharp claws.",we be lose for they will surely tear us to piece with their sharp claw
688,"But stand close behind me, and I will fight them as long as I am alive.",but stand close behind me and i will fight them a long a i be alive
689,Wait a minute!,wait a minute
690,called the Scarecrow.,call the scarecrow
691,"He had been thinking what was best to be done, and now he asked the Woodman to chop away the end of the tree that rested on their side of the ditch.",he have be think what be well to be do and now he ask the woodman to chop away the end of the tree that rest on their side of the ditch
692,"The Tin Woodman began to use his axe at once, and, just as the two Kalidahs were nearly across, the tree fell with a crash into the gulf, carrying the ugly, snarling brutes with it, and both were dashed to pieces on the sharp rocks at the bottom.",the tin woodman begin to use his axe at once and just a the two kalidahs be nearly across the tree fall with a crash into the gulf carry the ugly snarl brute with it and both be dash to piece on the sharp rock at the bottom
693,"Well, said the Cowardly Lion, drawing a long breath of relief, I see we are going to live a little while longer, and I am glad of it, for it must be a very uncomfortable thing not to be alive.",good say the cowardly lion draw a long breath of relief i see we be go to live a little while long and i be glad of it for it must be a very uncomfortable thing not to be alive
694,Those creatures frightened me so badly that my heart is beating yet.,that creature frighten me so badly that my heart be beat yet
695,"Ah, said the Tin Woodman sadly, I wish I had a heart to beat.",ah say the tin woodman sadly i wish i have a heart to beat
696,"This adventure made the travelers more anxious than ever to get out of the forest, and they walked so fast that Dorothy became tired, and had to ride on the Lions back.",this adventure make the traveler much anxious than ever to get out of the forest and they walk so fast that dorothy become tire and have to ride on the lion back
697,"To their great joy the trees became thinner the farther they advanced, and in the afternoon they suddenly came upon a broad river, flowing swiftly just before them.",to their great joy the tree become thin the far they advance and in the afternoon they suddenly come upon a broad river flow swiftly just before them
698,"On the other side of the water they could see the road of yellow brick running through a beautiful country, with green meadows dotted with bright flowers and all the road bordered with trees hanging full of delicious fruits.",on the other side of the water they can see the road of yellow brick run through a beautiful country with green meadow dot with bright flower and all the road border with tree hang full of delicious fruit
699,They were greatly pleased to see this delightful country before them.,they be greatly please to see this delightful country before them
700,How shall we cross the river?,how shall we cross the river
701,asked Dorothy.,ask dorothy
702,"That is easily done, replied the Scarecrow.",that be easily do reply the scarecrow
703,"The Tin Woodman must build us a raft, so we can float to the other side.",the tin woodman must build us a raft so we can float to the other side
704,"So the Woodman took his axe and began to chop down small trees to make a raft, and while he was busy at this the Scarecrow found on the riverbank a tree full of fine fruit.",so the woodman take his axe and begin to chop down small tree to make a raft and while he be busy at this the scarecrow find on the riverbank a tree full of fine fruit
705,"This pleased Dorothy, who had eaten nothing but nuts all day, and she made a hearty meal of the ripe fruit.",this please dorothy who have eat nothing but nut all day and she make a hearty meal of the ripe fruit
706,"But it takes time to make a raft, even when one is as industrious and untiring as the Tin Woodman, and when night came the work was not done.",but it take time to make a raft even when one be a industrious and untiring a the tin woodman and when night come the work be not do
707,"So they found a cozy place under the trees where they slept well until the morning; and Dorothy dreamed of the Emerald City, and of the good Wizard Oz, who would soon send her back to her own home again.",so they find a cozy place under the tree where they sleep good until the morning and dorothy dream of the emerald city and of the good wizard oz who would soon send her back to her own home again
708,CHAPTER VIII,chapter viii
709,The Deadly Poppy Field,the deadly poppy field
710,"Our little party of travelers awakened the next morning refreshed and full of hope, and Dorothy breakfasted like a princess off peaches and plums from the trees beside the river.",our little party of traveler awaken the next morning refresh and full of hope and dorothy breakfast like a princess off peach and plum from the tree beside the river
711,"Behind them was the dark forest they had passed safely through, although they had suffered many discouragements; but before them was a lovely, sunny country that seemed to beckon them on to the Emerald City.",behind them be the dark forest they have pass safely through although they have suffer many discouragement but before them be a lovely sunny country that seem to beckon them on to the emerald city
712,"To be sure, the broad river now cut them off from this beautiful land.",to be sure the broad river now cut them off from this beautiful land
713,"But the raft was nearly done, and after the Tin Woodman had cut a few more logs and fastened them together with wooden pins, they were ready to start.",but the raft be nearly do and after the tin woodman have cut a few much log and fasten them together with wooden pin they be ready to start
714,Dorothy sat down in the middle of the raft and held Toto in her arms.,dorothy sit down in the middle of the raft and hold toto in her arm
715,"When the Cowardly Lion stepped upon the raft it tipped badly, for he was big and heavy; but the Scarecrow and the Tin Woodman stood upon the other end to steady it, and they had long poles in their hands to push the raft through the water.",when the cowardly lion step upon the raft it tip badly for he be big and heavy but the scarecrow and the tin woodman stand upon the other end to steady it and they have long pole in their hand to push the raft through the water
716,"They got along quite well at first, but when they reached the middle of the river the swift current swept the raft downstream, farther and farther away from the road of yellow brick.",they get along quite good at ﻿1 but when they reach the middle of the river the swift current sweep the raft downstream far and far away from the road of yellow brick
717,And the water grew so deep that the long poles would not touch the bottom.,and the water grow so deep that the long pole would not touch the bottom
718,"This is bad, said the Tin Woodman, for if we cannot get to the land we shall be carried into the country of the Wicked Witch of the West, and she will enchant us and make us her slaves.",this be bad say the tin woodman for if we can not get to the land we shall be carry into the country of the wicked witch of the west and she will enchant us and make us her slave
719,"And then I should get no brains, said the Scarecrow.",and then i should get no brain say the scarecrow
720,"And I should get no courage, said the Cowardly Lion.",and i should get no courage say the cowardly lion
721,"And I should get no heart, said the Tin Woodman.",and i should get no heart say the tin woodman
722,"And I should never get back to Kansas, said Dorothy.",and i should never get back to kansas say dorothy
723,"We must certainly get to the Emerald City if we can, the Scarecrow continued, and he pushed so hard on his long pole that it stuck fast in the mud at the bottom of the river.",we must certainly get to the emerald city if we can the scarecrow continue and he push so hard on his long pole that it stick fast in the mud at the bottom of the river
724,"Then, before he could pull it out againor let gothe raft was swept away, and the poor Scarecrow was left clinging to the pole in the middle of the river.",then before he can pull it out againor let gothe raft be sweep away and the poor scarecrow be leave cling to the pole in the middle of the river
725,Good-bye!,good bye
726,"he called after them, and they were very sorry to leave him.",he call after them and they be very sorry to leave him
727,"Indeed, the Tin Woodman began to cry, but fortunately remembered that he might rust, and so dried his tears on Dorothys apron.",indeed the tin woodman begin to cry but fortunately remember that he may rust and so dry his tear on dorothys apron
728,Of course this was a bad thing for the Scarecrow.,of course this be a bad thing for the scarecrow
729,"I am now worse off than when I first met Dorothy, he thought.",i be now wrong off than when i ﻿1 meet dorothy he think
730,"Then, I was stuck on a pole in a cornfield, where I could make-believe scare the crows, at any rate.",then i be stick on a pole in a cornfield where i can make believe scare the crow at any rate
731,But surely there is no use for a Scarecrow stuck on a pole in the middle of a river.,but surely there be no use for a scarecrow stick on a pole in the middle of a river
732,"I am afraid I shall never have any brains, after all!",i be afraid i shall never have any brain after all
733,"Down the stream the raft floated, and the poor Scarecrow was left far behind.",down the stream the raft float and the poor scarecrow be leave far behind
734,Then the Lion said:,then the lion say
735,Something must be done to save us.,something must be do to save us
736,"I think I can swim to the shore and pull the raft after me, if you will only hold fast to the tip of my tail.",i think i can swim to the shore and pull the raft after me if you will only hold fast to the tip of my tail
737,"So he sprang into the water, and the Tin Woodman caught fast hold of his tail.",so he spring into the water and the tin woodman catch fast hold of his tail
738,Then the Lion began to swim with all his might toward the shore.,then the lion begin to swim with all his may toward the shore
